TEST ID;consent;What language can you program in? (List the different languages separated by a comma);How do you rate your knowledge of relational databases (e.g., MySQL))?(1 = never heard of it, 5 = can use it in a professional environment);How do you rate your knowledge of NoSQL databases (e.g., MongoDB, Cassandra)?(1 = never heard of it, 5 = can use it in a professional environment);Which one in particular?;How do you rate your knowledge of other graph structures beside property graphs (e.g., RDF and SPARQL)?(1 = never heard of it, 5 = can use it in a professional environment);Are you knowledgable of any of the following graph query languages?;Q1;Q2;Q3;Q4;Q5;Schema;Q6;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14;Q15
student-10;Accept;Python, Java;4;3;MongoDB;2;SQL/PGQ;"MATCH (n)
RETURN DISTINCT labels(n) AS label

-The MATCH clause is to traverse all nodes and the RETURN clause with DISTINCT to obtain unique node labels. 

- It returns 9 answers.";"MATCH ()-[rel]->()
RETURN DISTINCT type(rel) AS relationship_type

-By using the MATCH clause to traverse relationships and the RETURN clause with DISTINCT and type(rel), it facilitates an examination of the variety of interactions between nodes.

-It returns 10 answers.";"MATCH (n)
UNWIND labels(n) AS label
WITH label, n
RETURN DISTINCT label, keys(n) AS node_properties

-The query examine each node's distinct labels and associated properties. We utilize the UNWIND clause to access labels, and then we combine them with the node's keys,

-It returns 9 labels, each one has a set of properties. So, 18 records as an ouptut.";MATCH ()-[rel]->() RETURN DISTINCT type(rel) AS relationship_type, properties(rel) AS relationship_properties;"Explore Node Label Co-occurrence:

MATCH (n1)-[:IS_IN_FAMILY]->(n2)
RETURN DISTINCT labels(n1) AS label1, labels(n2) AS label2, COUNT(*) AS
cooccurrence_count

-This query investigates co-occurrence patterns of node labels by counting connections
between nodes.

-Answer :
label1 label2 cooccurrence_count
[""Gene""] [""Family""] 1696342



Identify Common Neighbors Between Nodes:

MATCH (a)-[:IS_IN_FAMILY]-(b)-[:NEIGHBOR]-(c)
WHERE a <> c
RETURN a, b, c

-By examining common neighbors between nodes in an interaction relationship, this query
helps reveal patterns of shared associations and provides insights into the structure of the
genomic network.";https://drive.google.com/open?id=1sK6mHPDZH-Yv_dcJxbcPBq3IOxFHGTsL;"MATCH (g:Gene)-[:IS_IN_FAMILY]->(f:Family)-[:IS_IN_PANGENOME]->(p:Pangenome)
RETURN p.name AS Pangenome, COLLECT(g.name) AS genes, COUNT(g) AS GeneCount

Answers :
I have 2 records, each one contain  651827         1044515: 
""Enterobacter.cloacae"" with gene names as ["""", """", """", """", """", """", """", """", """", """", """", """", """", etc] and ""Acinetobacter.baumannii"" with gene names as [""ribB"", ""ribB"", ""ribB"", ""ribB"", ""ribB"", ""ribB"", ""ribB"", ""ribB"", etc]";"MATCH (s:Spot)<-[:IS_IN_SPOT]-()<-[:IS_IN_RGP]-()-[:IS_IN_FAMILY]->()-[:IS_IN_PANGENOME]->(p:Pangenome)
RETURN p.name AS Pangenome, COLLECT(s.name) AS Spots, COUNT(s) AS SpotCount

Answers :
I have the same 2 records, each one contain 55264     238655 :
""Enterobacter.cloacae"" with spot names as [""223"", ""223"", ""223"", ""223"", ""223"", ""223"", ""223"", ""223"", ""223"",etc] and 
""Acinetobacter.baumannii"" with spot names as [""168"", ""168"", ""168"", ""168"", ""311"", ""311"", ""311"", ""311"", ""311"", ""311"", etc]";"MATCH (p:Pangenome)<-[:IS_IN_PANGENOME]-(f1:Family)-[rel:IS_SIMILAR]->(f2:Family)-[:IS_IN_MODULE]->(m:Module) WHERE f1 <> f2 AND rel.identity >= 0.8  RETURN p.name AS Pangenome, COLLECT(DISTINCT m.name) AS Modules, COUNT (m) as ModuleCount   Answers : 2 records, each one containts 8 and 7 :   ""Acinetobacter.baumannii""	[422, 40, 72, 172, 29, 412, 8] ; ""Enterobacter.cloacae""	[215, 354, 293, 255, 235, 178, 113]";"MATCH (p1:Pangenome)<-[:IS_IN_PANGENOME]-(f1:Family)-[r:IS_SIMILAR]->(f2:Family)-[:IS_IN_PANGENOME]->(p2:Pangenome) WHERE p1 <> p2 AND r.identity >= 0.8 RETURN p1.name AS Pangenome1, p2.name AS Pangenome2, COLLECT(DISTINCT f1.annotation), COLLECT(DISTINCT f2.annotation)       Answers: 2 records : Pangenome1	Pangenome2	COLLECT(DISTINCT f1.annotation)	COLLECT(DISTINCT f2.annotation) ""Acinetobacter.baumannii""	""Enterobacter.cloacae""	[""TEM-1"", ""tet(A)"", ""OXA-2"", ""sul1""]	[""TEM-1"", ""tet(A)"", ""OXA-2"", ""sul1""] ""Enterobacter.cloacae""	""Acinetobacter.baumannii""	[""CTX-M-15"", ""AAC(3)-IId"", ""aadA16""]	[""CTX-M-15"", ""AAC(3)-IId"", ""aadA11""]";"MATCH (p:Pangenome)<-[:IS_IN_PANGENOME]-(f:Family)-[:NEIGHBOR]->(neighborhood) RETURN p.name AS Pangenome, COLLECT(DISTINCT neighborhood.annotation) AS Neighborhood    Answers : 2 records : ""Enterobacter.cloacae""	[""MCR-9.1"", ""adeF"", ""QnrA1"", ""mphA"", ""QnrB4"", ""tet(B)"", ""baeR"", ""baeS"", ""aadA"", etc] ; ""Acinetobacter.baumannii""	[""NDM-1"", ""OXA-23"", ""ADC-76"", ""OXA-66"", ""LpsB"", ""OXA-164"", etc]";;;;;
student-11;Accept;python, C++;1;1;Other;1;;"MATCH (n)
RETURN DISTINCT LABELS(n) AS nodeLabels
";"MATCH ()-[r]->()
RETURN DISTINCT TYPE(r) AS relationshipTypes
";"MATCH (n)
RETURN DISTINCT labels(n) AS nodeLabel, properties(n) AS nodeProperties
";MATCH ()-[r]->() RETURN DISTINCT TYPE(r) AS relationshipType, properties(r) AS relationshipProperties;"MATCH ()-[r]->()
RETURN DISTINCT TYPE(r) AS relationshipType, properties(r) AS relationshipProperties
";https://drive.google.com/open?id=1XfQEtk-YinvUqBP8FJN-l6oEJ6l49LXd;"match (g:Gene)-->(f:Family)-->(p:Pangenome)
with p, collect(distinct g.name) as t
return p.name, t

2 answers";"match (g:Gene)-->(f:Family)-->(p:Pangenome)
match (g:Gene)-->(r:RGP)-->(s:Spot)
with p, collect(distinct s.name) as t
return p.name, t

answers: 2";MATCH (g:Gene)-->(f:Family)-->(p:Pangenome)                                         MATCH (g:Gene)-->(f:Family)-->(m:Module) WITH p, m RETURN p.name, COLLECT(DISTINCT m.name) AS modules LIMIT 8;"MATCH (g1:Gene)-->(f1:Family)-->(p:Pangenome) MATCH (g2:Gene)-->(f2:Family)-->(p:Pangenome) WHERE f1 <> f2 AND f1.annotation IS NOT NULL AND f2.annotation IS NOT NULL WITH f1, f2, COLLECT(DISTINCT g1.name) AS genes1, COLLECT(DISTINCT g2.name) AS genes2 WITH f1, f2, genes1, genes2, SIZE([gene IN genes1 WHERE gene IN genes2]) AS commonGenes, SIZE(genes1) AS totalGenes1, SIZE(genes2) AS totalGenes2 WITH f1, f2, commonGenes, totalGenes1, totalGenes2, (commonGenes * 1.0) / (totalGenes1 + totalGenes2 - commonGenes) AS similarity WHERE similarity > 0.8 RETURN f1.name, f2.name, similarity;            Answers:1000";"MATCH (g:Gene)-->(f:Family)-->(p:Pangenome) WHERE f.annotation IS NOT NULL WITH p, COLLECT(DISTINCT f) AS annotatedFamilies RETURN p.name, annotatedFamilies, SIZE(annotatedFamilies) AS numberOfFamiliesWithAnnotations;";;;;;
student-12;Accept;Python;4;3;Apache Cassandra, MongoDB, Other;4;SQL/PGQ;"MATCH (n)
RETURN DISTINCT labels(n) AS NodeLabels
9 results
( this query returns a list of labels for each node, where each list can contain multiple labels)";"MATCH ()-[r]->() RETURN DISTINCT type(r) AS relationshipType
10 results
(The query fetches every unique relationship type in a Neo4j database, ensuring no duplicates in the result.)";"MATCH (n)
WITH DISTINCT labels(n) AS NodeLabels, keys(n) AS Properties
RETURN NodeLabels, collect(DISTINCT Properties) AS PropertySet
9 results
(retrieves each unique combination of node labels and their associated properties. It groups nodes by their label combinations and collects the distinct properties for these groups.)";MATCH ()-[r]->() WITH type(r) AS RelationshipType, keys(r) AS Properties RETURN DISTINCT RelationshipType, collect(DISTINCT Properties) AS PropertySet / 10 results / fetches each unique relationship typeand collects their distinct properties. It ensures no duplicate types in the result and aggregates unique properties for each relationship type.;"MATCH ()-[r]->()
RETURN type(r) AS RelationshipType, count(r) AS Count
it returns 10 records
(This query shows the types of relationships between different pairs of node labels.)
MATCH ()-[r]->()
RETURN type(r) AS RelationshipType, count(r) AS Count
it returns 10 records
(This query provides a count of how many relationships there are of each type.)
MATCH (n)
RETURN labels(n) AS NodeLabel, count(n) AS Count
it returns 9 records
(This query counts how many nodes there are for each label.)";https://drive.google.com/open?id=1PbwWZpQ1PfNnS2a1ujeRV6BThszBJUgu;;;;;;;;;;
student-13;Accept;Python, R, Java, SQL, MySQL;3;2;MongoDB;1;SQL/PGQ;"MATCH (n) RETURN DISTINCT LABELS(n) AS NodeLabels  (it returned 9 records)
The inclusion of DISTINCT ensures that each label appears only once in the result set";"MATCH ()-[r]->()
RETURN DISTINCT TYPE(r) AS RelationshipTypes (returned 10 records)
This query matches all relationships ()-[r]->() in the graph, retrieves their types using the TYPE function, and returns the distinct set of relationship types.";"MATCH (n)
RETURN labels(n) AS NodeLabel, COLLECT(DISTINCT keys(n)) AS Properties
(it returned 9 records)
This query matches all nodes in the graph, retrieves their labels, and collects the distinct sets of properties for each node";MATCH ()-[r]->() RETURN DISTINCT TYPE(r) AS RelationshipType, COLLECT(DISTINCT PROPERTIES(r)) AS RelationshipProperties  (it returned 10 records)  This query matches all relationships ()-[r]->() in the graph, retrieves their types using the TYPE function, and collects the distinct sets of properties for each relationship using PROPERTIES(r);"This query shows relationships between nodes, including the labels of the start and end nodes: 
MATCH (n1)-[r]->(n2)
RETURN DISTINCT labels(n1) AS StartNodeLabels, TYPE(r) AS RelationshipType, labels(n2) AS EndNodeLabels
LIMIT 20

find the node with the highest connectivity: 
MATCH (n)
RETURN n, size((n)-[]-()) AS Degree
ORDER BY Degree DESC
LIMIT 1 (highest degree 25533, node ""partition"")

Check for Nodes without Relationships: 
MATCH (n)
WHERE NOT ()--(n)
RETURN n
LIMIT 5 (all nodes are connected)";https://drive.google.com/open?id=1YrMkidZ4lCgz3clDbVdQinzj3RUNATTW;"MATCH (pangenome:Pangenome)
OPTIONAL MATCH (pangenome)-[:IS_IN_PANGENOME]->(gene:Gene)
WITH pangenome, COLLECT(gene) AS associatedGenes
RETURN pangenome, associatedGenes, SIZE(associatedGenes) AS numberOfResults;

(The query results in 2 records; there are only two pangeome and none of them has an associated gene)";"MATCH (pangenome:Pangenome)
OPTIONAL MATCH (pangenome)-[:IS_IN_PANGENOME]->(spot:Spot)
RETURN pangenome, COLLECT(spot) AS associatedSpots; (none of the two pangenomes are associated with any spots either)";MATCH (pangenome:Pangenome)-[:CONTAINS]->(module:Module)-[:HAS]->(family1:Family)-[rel:IS_SIMILAR {identity: 0.8}]-(family2:Family)<-[:HAS]-(module) RETURN pangenome, module, COLLECT(DISTINCT family1) AS associatedFamilies, COUNT(DISTINCT module) AS numberOfModules;MATCH (family1:Family)-[rel:IS_SIMILAR {identity: 0.8}]-(family2:Family) WHERE EXISTS(family1.annotation) AND EXISTS(family2.annotation) RETURN family1, family2, rel    ( I got 16 records);"MATCH (pangenome:Pangenome)-[:IS_IN_PANGENOME]->(family:GeneFamily)-[:CONTAINS]->(gene:Gene)-[:HAS_ANNOTATION]->(annotation) RETURN pangenome, family, COLLECT(DISTINCT gene) AS genes, COLLECT(DISTINCT annotation) AS annotations, COUNT(*) AS numberOfResults;";;;;;
student-14;Accept;python,java;3;2;Apache Cassandra, MongoDB, Other;3;SQL/PGQ, SPARQL;"The query that returns the set of all distinct node labels is :

MATCH (n)
RETURN DISTINCT labels(n) AS DistinctNLabels

this query returns 9 answers
Explanation: The query identifies  all unique node labels, utilizing MATCH to locate every node and RETURN DISTINCT labels(n) to precisely list each distinct label.";"The query that returns the set of all distinct relationship type is :

MATCH ()-[r]->()
RETURN DISTINCT type(r) AS DistinctRelationshipTypes

this query returns 10 answers

Explanation : 
This query uses MATCH ()-[r]-() to match all relationships in the database, regardless of the nodes they connect. Then, RETURN DISTINCT type(r) is used to return each unique type of relationship.";"The query that eturns each distinct node label together with its corresponding set of properties: 

MATCH (n)
RETURN DISTINCT labels(n) AS Label, keys(n) AS Properties

number of answers :18

Explanation : This query uses MATCH (n) to match all nodes in the database. Then, it uses RETURN DISTINCT labels(n) AS Label to list each unique label of these nodes. The keys(n) AS Properties part of the query extracts the set of property keys associated with each label.";MATCH ()-[r]->() RETURN DISTINCT type(r) AS RelationshipType, keys(r) AS Properties                           Number of answers :10      Explanation : This query operates by using MATCH ()-[r]-() to find all relationships in the database, irrespective of the nodes they connect. Then, RETURN DISTINCT type(r) AS RelationshipType is employed to list each unique type of relationship. The keys(r) AS Properties part extracts the set of property keys associated with each relationship type.;"Query 1: 

MATCH (n)
RETURN DISTINCT labels(n) AS Label, COUNT(n) AS Count

Number of answers: 9 
Explanation:This query returns the count of nodes for each label, helping to understand the distribution of different types of nodes.


Query 2: 

MATCH ()-[r]->()
RETURN DISTINCT type(r) AS RelationshipT, COUNT(r) AS Count

Number of answers : 10
Explanation : This provides the count of relationships for each type, offering insights into how different nodes are interconnected.


Query 3:

MATCH (n)-[r]->(m)
RETURN DISTINCT labels(n) AS StartLabel, type(r) AS Relationship, labels(m) AS EndLabel

Number of answers: 10
Explanation : This query returns the types of relationships that exist between different node labels, providing a high-level overview of the schema's structure. 



Query 4: 

MATCH (n)
RETURN labels(n) AS Label, avg(size(keys(n))) AS AvgProperties

Number of answers: 9
Explanation :This query calculates the average number of properties for nodes under each label, useful for understanding the complexity of different node types.";https://drive.google.com/open?id=1f6Qhp3VsrDdT7OVbAoPGVS5rA_uS6CPW;"MATCH (pangenome:Pangenome)
OPTIONAL MATCH (pangenome)-[:IS_IN_PANGENOME]->(gene:Gene)
RETURN pangenome, COLLECT(gene) AS associatedGenes


Number of answers : 2 pangenome with 0 association";"MATCH (p:Pangenome)
OPTIONAL MATCH (p)-[:IS_IN_PANGENOME]->(s:Spot)
RETURN p, COLLECT(s) AS associated_spots
Number of answers :  2 pangenome with 0 association";MATCH (p:Pangenome)<-[:IS_IN_PANGENOME]-()-[s:IS_SIMILAR]->()-[:IS_IN_MODULE]->(m:Module) WHERE s.identity >= 0.8 RETURN p.name AS Pang, collect(DISTINCT m.name) AS Modules  number of answers : 2 pangenome with 7 modules for each of them;MATCH (p1:Pangenome)<-[:IS_IN_PANGENOME]-(f1:Family)-[s:IS_SIMILAR]->(f2:Family)-[:IS_IN_PANGENOME]->(p2:Pangenome) WHERE EXISTS(f1.annotation) AND EXISTS(f2.annotation) AND s.identity >= 0.8 RETURN p1.name AS Pangenome1, p2.name AS Pangenome2, COLLECT(DISTINCT f1.name) AS Family1, COLLECT(DISTINCT f2.name) AS Family2;MATCH (p:Pangenome)<-[:IS_IN_PANGENOME]-(f:Family)-[:IS_SIMILAR]-(neighborFam:Family) WHERE EXISTS(f.annotation) RETURN p AS Pangenome, COLLECT(DISTINCT f) AS AnnotatedFamilies, COLLECT(DISTINCT neighborFam) AS NeighborFamilies    number of answers : 2 pangenomes for each of them the neighborhood of its gene families containing annotations.;;;;;
student-15;Accept;java, python, c, c++, javascript, c#, go, dart, sql, kotlin, ... ;3;3;Apache Cassandra, MongoDB, Redis, Other;2;OpenCypher, GraphQL, SQL/PGQ, SPARQL;"MATCH (n)
RETURN DISTINCT labels(n) AS NodeLabels, COUNT(DISTINCT labels(n)) AS Count

it return 9 records 
The query is simultaneously providing both the unique label types and their total count for database schema analysis.";"MATCH ()-[r]->()
RETURN DISTINCT type(r) AS RelationshipType, COUNT(DISTINCT type(r)) AS Count

it returns 10 records
The query is crafted to enumerate and tally all unique relationship types in the Neo4j graph, providing insights into the variety and scope of connections between nodes.";"MATCH (n)
WITH DISTINCT labels(n) AS Label, keys(n) AS Properties
RETURN Label, collect(DISTINCT Properties) AS PropertiesSet

it returns 9 records
The query identifies each unique combination of node labels in the database and gathers the corresponding property keys for these labels";MATCH ()-[r]->() WITH DISTINCT type(r) AS RelationshipType, keys(r) AS properties RETURN RelationshipType, properties  it returns 10 records The query identify and enumerate distinct relationship types in the Neo4j database, along with their respective properties, providing a detailed view of the graph's relational structure.;"MATCH (n:RGP)
UNWIND KEYS(n) AS property_key
RETURN DISTINCT property_key

it returns 7 properties of RGP
This query will return all distinct property keys associated with nodes having the specified label. 

MATCH (n)-[r]->(m)
RETURN DISTINCT type(r) AS RelationshipType, labels(n) AS StartNodeLabel, labels(m) AS EndNodeLabel

This query shows the different types of relationships and the labels of the nodes they connect. 

MATCH ()-[r]-()
RETURN type(r) as RelationshipType, count(*) as Count
ORDER BY Count DESC

it returns 10 rows records with RelationshipType and Count values

This query provides a distribution of all relationship types in the database, showing how many times each type occurs.

MATCH (n)
UNWIND keys(n) AS Key
RETURN Key, count(*) AS Frequency
ORDER BY Frequency DESC

It returns 17 records 
This query shows all the properties keys of nodes and how often they appear, giving an insight into which properties are most common across nodes.";https://drive.google.com/open?id=1fosTcnkXjT-7EMF4_O9BzaH0fEI8JR2_;;;;;;;;;;
student-16;Accept;;3;2;Other;2;SQL/PGQ;"CALL db.labels()
This query will return a table with a single column called label containing all distinct node labels in your database.

As for the number of answers, it depends on the number of distinct node labels in your Neo4j database. The result will include one row for each distinct label, so the number of rows in the result set is equal to the number of distinct labels in your database.";"CALL db.relationshipTypes()
This query will return a table with a single column called relationshipType containing all distinct relationship types in your database.

As for the number of answers, it depends on the number of distinct relationship types in your Neo4j database. The result will include one row for each distinct relationship type, so the number of rows in the result set is equal to the number of distinct relationship types in your database.";"CALL db.schema.nodeTypeProperties() YIELD nodeLabels, properties
RETURN nodeLabels, properties
This query uses the CALL db.schema.nodeTypeProperties() procedure to get information about node types and their properties. The YIELD clause is used to extract the nodeLabels and properties columns. The result will include each distinct node label along with the set of properties associated with it.

The number of answers returned by this query depends on the number of distinct node labels in your database. There will be one row for each node label, and the result set size corresponds to the number of distinct node labels.";MATCH ()-[r]->() WITH type(r) AS relationshipType, keys(r) AS relationshipProperties RETURN relationshipType, relationshipProperties The number of answers returned by this query depends on the number of distinct relationship types in your database. There will be one row for each relationship type, and the result set size corresponds to the number of distinct relationship types. Keep in mind that this query assumes relationships have different properties, and it might return multiple rows for the same relationship type if different instances have different sets of properties.;"CALL db.labels()
YIELD label, count
RETURN label, count
This query returns each distinct node label along with the count of nodes having that label. The result set will have one row for each distinct node label, and the count indicates how many nodes have that label

MATCH ()-[r]->()
RETURN DISTINCT type(r) AS relationshipType
This query retrieves all distinct relationship types in the dataset. The result set will have one row for each distinct relationship type.

CALL db.constraints
YIELD name, description, type, properties
RETURN name, description, type, properties
This query returns information about unique constraints defined in the database, including the constraint name, description, type, and the properties that are constrained. The result set will include one row for each unique constraint in the database.";https://drive.google.com/open?id=17EfORjXh1Hv7bwBUQIhts0YE1OEacx8J;"MATCH (g:Gene)-[k:IS_IN_FAMILY]->(f:Family)-->(p:Pangenome)
MATCH (g:Gene)-->(r:RGP)-->(s:Spot)
WITH p, collect(distinct s.name) as t
RETURN p.name, t;
2 answers";"MATCH (g:Gene)-->(f:Family)-->(p:Pangenome)
MATCH (g:Gene)-->(r:RGP)-->(s:Spot)
WITH p, COLLECT(DISTINCT s.name) AS t
RETURN p.name, t
2 answers";"MATCH (a)-[r]->(b) WHERE r.value > 80 WITH r.pangenome AS pangenome, a.module AS module, COLLECT([a, b]) AS pairs WHERE SIZE(pairs) >= 2 UNWIND pairs AS pair RETURN pangenome, module, pair[0] AS gene_family1, pair[1] AS gene_family2;";MATCH (a)-[r]->(b) WHERE r.value > 80 AND NOT EXISTS(a.annotation) AND NOT EXISTS(b.annotation) RETURN COUNT(DISTINCT a) AS number_of_pairs         1 answer;"MATCH (a)-[r]->(b) WHERE EXISTS(a.annotation) AND EXISTS(b.annotation) WITH r.pangenome AS pangenome, COLLECT([a, b]) AS pairs UNWIND pairs AS pair RETURN   pangenome,   pair[0] AS gene_family1,   pair[0].annotation AS annotation1,   pair[1] AS gene_family2,   pair[1].annotation AS annotation2;     2 answer";;;;;
student-17;Accept;python,C++,C#, SQL;2;2;Other;2;SQL/PGQ;"MATCH (n) 
RETURN DISTINCT labels(n) AS NodeLabels 
it returns 9 records
 ( this query returns a list of labels for each node, where each list can contain multiple labels)";"MATCH ()-[r]->()
RETURN DISTINCT type(r) AS RelationshipTypes
it returns 10 records
(The query fetches every unique relationship type in a Neo4j database, ensuring no duplicates in the result.)";"MATCH (n)
WITH DISTINCT labels(n) AS NodeLabels, keys(n) AS Properties
RETURN NodeLabels, collect(DISTINCT Properties) AS PropertySet
it returns 9 records
retrieves each unique combination of node labels and their associated properties. It groups nodes by their label combinations and collects the distinct properties for these groups.";MATCH ()-[r]->() WITH type(r) AS RelationshipType, keys(r) AS Properties RETURN DISTINCT RelationshipType, collect(DISTINCT Properties) AS PropertySet / returns 10 records:  fetches each unique relationship typeand collects their distinct properties. It ensures no duplicate types in the result and aggregates unique properties for each relationship type.;"MATCH (n)
RETURN labels(n) AS NodeLabel, count(n) AS Count
it returns 9 records
(This query counts how many nodes there are for each label.)

MATCH ()-[r]->()
RETURN type(r) AS RelationshipType, count(r) AS Count
it returns 10 records
(This query provides a count of how many relationships there are of each type.)

MATCH ()-[r]->()
RETURN type(r) AS RelationshipType, count(r) AS Count
it returns 10 records
(This query shows the types of relationships between different pairs of node labels.)

MATCH (a)-[r]->(b)
RETURN DISTINCT labels(a) AS StartNodeLabels, type(r) AS RelationshipType, labels(b) AS EndNodeLabels;
 it returns 10 records 
(fetches unique pairs of node labels and their connecting relationship types in a Neo4j database, ensuring distinct combinations)";https://drive.google.com/open?id=1kEGi29pH_wOxpPSFWlB0xarhtHVot_3i;;;;;;;;;;
student-18;Accept;python, java, javascript;3;3;MongoDB, Other;1;SPARQL;"MATCH (n)
WITH n, keys(n) AS properties
ORDER BY size(properties) DESC
LIMIT 1
RETURN n, properties;

Number of returned values:";"CALL db.relationshipTypes()
YIELD relationshipType
RETURN DISTINCT relationshipType, COUNT(*) AS count;
";"MATCH (n)
WITH DISTINCT labels(n) AS nodeLabels, properties(n) AS nodeProperties
RETURN nodeLabels, nodeProperties, COUNT(*) AS count;
";"MATCH ()-[r]->() WITH TYPE(r) AS relationshipType, PROPERTIES(r) AS relationshipProperties RETURN DISTINCT relationshipType, relationshipProperties, COUNT(*) AS count;";"CALL db.labels()
YIELD label
RETURN DISTINCT label, COUNT(*) AS count;

CALL db.relationshipTypes()
YIELD relationshipType
RETURN DISTINCT relationshipType, COUNT(*) AS count;

MATCH (n:YourLabel)
UNWIND keys(n) AS property
RETURN DISTINCT property, COUNT(*) AS count;

MATCH ()-[r:YourRelationshipType]->()
UNWIND keys(r) AS property
RETURN DISTINCT property, COUNT(*) AS count;

MATCH (n)
WITH n, keys(n) AS properties
ORDER BY size(properties) DESC
LIMIT 1
RETURN n, properties;";https://drive.google.com/open?id=1sLEjVWXsRChxO3k47Nag1Zc6AW_gaMi0;"Q6: 
MATCH (g:Gene)-->(fFamily)-->(p:Pangenome)
WITH p, COLLECT(DISTINCT g.name) AS a
RETURN DISTINCT p.name, a

results: 2. Note that due to my computer limitations I was obliged to not test the rest of the queries!";"Q7: MATCH (p:Pangenome)<--(:Family)<--(:Gene)-->(:RGP)-->(s:Spot)
WITH p, COLLECT(DISTINCT s.name) AS a
RETURN DISTINCT p.name, a

number of returned: 2";MATCH (p:Pangenome)<-[:IS_IN_PANGENOME]-(f1:Family)-[:IS_IN_MODULE]->(m:Module)<-[:IS_IN_MODULE]-(f2:Family) WHERE f1.id <> f2.id AND size(([:CONTAINS]->(g1:Gene))--(f1)<-[:IS_IN_FAMILY]) * 0.80 < size(([:CONTAINS]->(g2:Gene))--(f2)<-[:IS_IN_FAMILY]) RETURN p, m, COUNT(*) AS total_results;MATCH (f1:Family), (f2:Family) WHERE f1.pangenomeId <> f2.pangenomeId AND f1.annotation <> '' AND f2.annotation <> '' AND       size((f1)-[:CONTAINS]->(g1:Gene)) * 0.80 < size((f2)-[:CONTAINS]->(g2:Gene)) RETURN f1 AS family1, f2 AS family2, COUNT(*) AS total_results;MATCH (p:Pangenome)<-[:IS_IN_PANGENOME]-(f:Family) WHERE f.annotation <> '' WITH p, f MATCH (f)-[:CONTAINS]->(g:Gene)<-[:CONTAINS]-(f2:Family) WITH p, f, collect(f2) AS neighbors RETURN p, f.annotation AS annotation, neighbors, COUNT(*) AS total_results;;;;;
student-19;Accept;C , C++ , C# , Java , Js , Php ;5;4;MongoDB;3;OpenCypher, GraphQL, SPARQL;"CALL db.labels() YIELD label RETURN DISTINCT label;
It returns 9 values";"CALL db.relationshipTypes() YIELD relationshipType RETURN DISTINCT relationshipType;
It returns 10 values";"MATCH (n) UNWIND labels(n) AS label WITH DISTINCT label MATCH (n) WHERE label IN labels(n) RETURN label, COLLECT(DISTINCT keys(n)) AS Properties
It returns obviously 9 results but each with different number of properties";MATCH ()-[r]->() WITH type(r) AS RelationshipType, r RETURN DISTINCT RelationshipType, keys(r) AS Properties : It returns obviously 10 answers each with different number of properties;"*Count nodes for each label: CALL db.labels() YIELD label MATCH (n:Family) WHERE labels(n) = [label] RETURN label, count(n) AS NodeCount; it will return 1 value with it's corresponding number of lables
*Retrieve all relationships between nodes of a specific type: MATCH (a)-[r:NEIGHBOR]->(b) RETURN DISTINCT type(r) AS RelationshipType, labels(a) AS StartLabel, labels(b) AS EndLabel, keys(r) AS RelationshipProperties; It returns 1 result
*Count nodes of each label connected by a specific relationship: MATCH (a)-[:NEIGHBOR]->(b) RETURN labels(a) AS StartLabel, labels(b) AS EndLabel, count(*) AS Count; It returns 1 result";https://drive.google.com/open?id=15sT9g6PZ_A4FArlSNU-eOIkkoLhb2I7d;"MATCH (g:Gene)-[:IS_IN_FAMILY]->(f:Family)-[:IS_IN_PANGENOME]->(p:Pangenome)
RETURN DISTINCT p.name AS Pangenome, collect(DISTINCT g.name) AS Genes, COUNT(DISTINCT g) AS GenesCount
it returns two answers the first one with 1 gene and the second with a high number of genes";"MATCH (g:Gene)-[:IS_IN_FAMILY]->(f:Family)-[:IS_IN_PANGENOME]->(p:Pangenome),
      (g)-[:IS_IN_RGP]->(rgp:RGP)-[:IS_IN_SPOT]->(s:Spot) RETURN DISTINCT p, COLLECT(DISTINCT s) AS associated_spots, COUNT(DISTINCT p) AS num_pangenomes, count(DISTINCT s) AS num_spots;
We have for the first pangenome 298 spots 
The second pangenome 364 spots
Total of 662 results";MATCH (p:Pangenome)<-[:IS_IN_PANGENOME]-()-[s:IS_SIMILAR]->()-[:IS_IN_MODULE]->(m:Module) WHERE s.identity >= 0.8 RETURN p.name AS Pangenome, collect(DISTINCT m.name) AS Modules || It returns 2 answers of 2 pangenomes with 7 modules each;MATCH (f1:Family)-[s1:IS_SIMILAR]-()-[:IS_IN_PANGENOME]->(p1:Pangenome),       (f2:Family)-[s2:IS_SIMILAR]-()-[:IS_IN_PANGENOME]->(p2:Pangenome) WHERE s1.identity >= 0.8 AND s2.identity >= 0.8   AND EXISTS(f1.annotation) AND EXISTS(f2.annotation) RETURN DISTINCT f1.name, f2.name || it returns 297 results;MATCH (p:Pangenome)<-[:IS_IN_PANGENOME]-(f:Family)-[:NEIGHBOR]->(n) RETURN p.name AS Pangenome, COLLECT(DISTINCT n.annotation) AS Neighborhood, COUNT(DISTINCT n.annotation) | | It returns two answers for the two pangenome first with 76 result and the second with 69 results;;;;;
